co,no,no2,o3,so2,pm25,pm10,nh3,aqi
136.65,4.35,16.32,149.57,7.23,42.86,80.22,7.9,118.5
109.25,3.5,6.93,53.56,7.63,99.87,170.67,16.11,173.38
132.01,12.94,37.91,39.72,5.59,53.26,121.17,3.5,144.62
372.91,1.31,2.88,89.98,0.96,33.04,63.86,15.44,94.93
962.91,1.28,21.99,40.37,15.34,18.37,31.08,5.86,63.46
1101.91,13.92,33.77,17.48,8.87,11.11,26.71,6.85,46.29
97.91,12.03,18.35,28.79,5.28,76.31,129.58,7.41,160.96
91.42,8.47,59.93,19.25,65.21,82.58,126.0,8.41,164.27
102.01,3.07,5.1,22.19,9.11,7.06,10.73,50.09,29.41
341.37,15.55,9.96,12.11,13.07,162.36,344.59,4.62,211.88
294.35,14.59,14.44,15.24,31.66,58.8,127.1,4.87,151.74
97.0,8.05,40.97,67.74,2.04,134.24,243.11,31.4,191.48
604.5,2.28,24.99,43.19,11.86,8.65,15.75,11.53,36.05
12014.3,4.83,171.29,22.14,31.53,8.45,15.54,15.92,35.21
189.22,17.08,8.97,14.55,10.92,28.53,62.2,2.64,85.26
210.55,27.86,4.98,23.94,2.55,54.75,85.31,9.45,148.37
934.01,5.33,120.19,8.61,6.83,199.61,484.87,16.62,249.16
174.47,5.76,4.8,36.65,15.28,67.09,115.57,3.76,156.11
1100.42,6.29,39.77,70.55,0.97,25.98,64.94,13.85,79.78
137.3,9.73,7.55,219.99,2.4,11.87,19.83,6.02,49.44
6299.21,4.13,2.54,13.7,130.09,113.3,257.36,3.88,180.45
676.66,0.41,13.81,68.24,21.79,12.62,21.75,20.35,51.12
159.17,24.36,49.38,18.81,72.25,168.76,266.78,23.06,218.28
166.83,44.46,5.92,13.43,34.45,24.92,59.18,8.4,77.51
186.66,4.01,35.73,13.42,19.55,162.48,383.26,11.6,212.0
3162.52,2.54,43.07,37.06,8.41,65.3,124.3,27.79,155.16
60.15,6.44,5.63,15.73,19.25,28.88,63.6,4.98,86.0
148.13,6.13,15.99,20.38,69.4,19.7,40.52,10.47,66.31
173.73,20.0,97.23,23.28,32.81,23.55,55.41,5.02,74.57
394.05,7.8,38.5,18.32,14.88,50.82,92.24,2.67,138.5
268.63,3.34,15.46,17.29,9.91,35.77,72.39,4.98,100.68
43.08,1.98,30.43,4.74,22.15,18.29,36.31,2.4,63.28
221.47,17.56,10.12,35.5,6.43,28.06,52.02,11.31,84.25
347.47,13.46,61.17,34.96,22.16,35.82,85.67,3.41,100.81
157.25,21.34,61.15,17.5,5.27,3.94,6.56,1.83,16.42
1130.22,2.81,22.67,44.18,7.97,52.36,86.37,15.53,142.37
1602.17,46.45,25.3,101.24,3.55,12.43,25.82,14.55,50.71
358.68,1.29,7.4,33.75,7.19,10.45,22.55,5.31,43.54
570.1,15.02,5.2,95.99,5.36,6.13,10.38,14.93,25.53
15.77,1.09,13.78,198.44,92.79,5.51,10.41,3.3,22.95
214.51,3.35,18.4,250.74,4.16,8.54,20.89,5.09,35.58
1821.17,35.2,58.13,12.8,19.33,16.3,28.46,11.1,59.01
213.76,16.97,50.52,12.85,3.91,233.52,506.35,20.78,283.1
133.5,4.28,24.16,23.21,12.89,19.57,43.85,5.04,66.04
12289.9,4.4,66.06,36.71,17.25,39.56,77.06,4.07,110.19
6177.17,8.17,7.82,117.84,1.32,49.43,120.48,19.74,134.99
813.51,12.36,58.99,54.7,2.28,37.75,84.44,13.64,105.66
2226.9,25.83,9.11,12.65,3.87,30.65,60.01,8.57,89.8
14.31,4.68,69.39,20.3,2.55,10.02,20.74,24.07,41.76
123.8,1.47,19.82,32.02,13.48,141.31,309.83,51.78,195.21
199.35,8.64,2.72,10.06,16.3,201.78,422.17,10.65,251.34
283.17,4.68,41.69,33.48,3.4,6.16,14.64,4.1,25.65
193.46,2.01,45.13,12.8,14.14,11.89,22.08,12.15,49.56
8.8,9.95,12.72,8.84,7.32,25.03,45.06,3.25,77.75
719.85,5.97,13.86,15.52,10.81,12.62,21.63,25.59,51.12
911.86,10.04,17.12,46.01,5.73,54.92,84.46,3.66,148.81
4459.75,3.02,2.93,45.75,21.87,15.99,24.67,6.09,58.34
123.66,12.02,1.89,35.78,86.65,288.6,600.0,3.2,330.54
109.37,1.98,73.82,73.21,30.85,108.91,237.26,8.87,178.14
7.24,3.23,8.81,67.25,64.85,40.96,88.49,9.18,113.72
259.73,5.8,128.41,39.0,2.26,92.48,195.56,15.53,169.48
1558.79,42.17,79.08,34.92,5.41,100.07,235.09,8.33,173.48
161.15,16.2,96.27,36.73,24.01,18.84,37.31,7.74,64.47
10048.39,21.7,10.48,29.43,74.44,14.64,34.7,4.16,55.45
274.54,30.48,4.02,5.82,26.59,35.81,66.58,5.55,100.77
502.95,200.0,6.77,82.14,3.56,78.39,190.22,1.84,162.06
52.21,7.7,12.85,45.51,7.23,38.06,83.67,29.78,106.42
620.69,30.58,1.87,12.52,18.18,6.84,12.02,6.72,28.51
20.72,20.34,12.49,103.78,10.0,14.84,30.63,38.12,55.88
1142.01,20.01,16.42,20.66,4.67,30.75,62.52,6.55,90.03
1195.89,43.56,5.5,30.38,8.6,30.7,50.29,1.1,89.92
3099.32,4.86,7.1,75.1,11.97,238.06,497.85,4.71,287.65
87.36,4.49,16.11,39.49,3.31,8.28,15.03,7.37,34.51
513.29,10.17,28.68,96.38,39.7,54.9,85.23,7.89,148.75
939.85,6.16,8.24,24.99,7.19,146.81,359.48,14.54,198.11
783.23,10.16,26.9,128.12,11.17,321.0,600.0,8.79,356.52
110.17,35.26,23.03,17.77,42.18,22.1,52.53,5.28,71.46
11.16,4.58,21.05,95.02,10.49,54.13,117.79,2.96,146.81
678.88,5.45,10.46,5.41,39.51,58.54,108.71,4.92,151.6
320.94,8.8,5.29,13.73,3.54,40.26,81.04,13.52,111.97
172.43,5.88,109.56,42.03,20.48,30.0,65.27,17.43,88.41
1268.92,1.09,37.72,24.04,33.35,51.21,125.99,3.77,139.48
377.14,4.14,54.91,31.19,4.5,2.63,4.62,20.23,10.97
55.77,14.69,18.47,34.24,9.84,65.5,155.56,13.05,155.27
22.26,31.11,17.05,12.77,10.08,37.57,91.07,3.04,105.2
74.18,2.33,32.81,13.56,15.67,26.51,57.54,9.46,80.92
14610.83,2.32,3.21,39.87,21.54,256.43,600.0,10.69,304.75
1192.93,7.62,6.59,19.43,4.08,16.86,32.0,2.55,60.22
535.35,0.93,9.05,96.82,11.34,22.13,54.28,1.9,71.52
307.2,4.74,12.75,28.4,82.24,242.63,534.47,11.87,292.23
278.36,1.3,8.33,58.85,43.15,14.41,22.22,4.69,54.96
2323.42,29.05,28.02,47.19,31.58,19.1,45.98,33.52,65.03
193.27,3.42,21.79,20.47,9.67,28.59,56.73,41.31,85.38
958.51,38.58,80.87,6.79,156.74,76.76,150.48,11.85,161.2
239.21,22.5,238.35,85.45,41.92,40.76,84.24,19.14,113.23
7407.4,3.87,5.68,15.13,12.74,9.09,15.0,2.65,37.88
1228.36,2.53,23.27,23.97,15.87,19.45,38.3,1.95,65.77
2613.21,6.09,23.23,29.35,7.02,18.04,42.06,6.41,62.75
167.9,6.65,19.8,31.79,19.53,30.65,46.46,2.04,89.82
1972.79,10.45,6.79,71.49,24.82,50.7,89.88,10.05,138.18
252.43,3.4,8.03,33.27,28.31,50.31,75.59,3.37,137.21
475.83,15.59,25.54,29.91,9.81,5.61,10.74,8.94,23.36
4687.11,9.63,7.8,74.8,2.08,95.96,213.83,6.21,171.32
84.42,5.26,23.55,53.54,16.28,42.63,98.0,13.98,117.92
547.23,3.63,15.71,18.39,28.45,132.23,323.32,10.24,190.43
778.22,6.14,23.14,13.23,3.76,51.63,108.87,4.93,140.54
880.07,3.26,7.74,17.13,10.92,99.62,174.79,1.88,173.24
205.17,7.83,23.51,31.84,60.93,52.8,128.0,8.69,143.47
9222.45,8.05,8.32,12.22,2.87,127.26,289.55,1.29,187.81
57.84,9.6,23.59,35.61,8.67,55.83,115.81,25.69,150.17
3598.7,43.22,76.66,29.86,72.57,30.03,65.93,12.54,88.47
2496.38,6.47,26.08,4.33,14.72,321.32,600.0,17.16,356.77
6983.69,20.18,27.71,10.75,6.48,80.56,178.24,2.8,163.2
37.25,9.3,45.48,3.29,12.08,58.78,109.82,10.55,151.73
109.59,5.82,4.94,25.15,32.82,9.24,20.45,3.79,38.51
3781.65,6.56,112.05,78.2,9.54,9.13,14.06,8.58,38.05
24.15,6.97,6.99,7.3,24.96,44.38,83.71,2.72,122.3
36.25,9.77,48.41,11.5,16.15,38.3,73.02,6.8,107.04
193.94,2.83,42.39,29.05,17.82,17.92,29.87,1.86,62.49
538.07,1.71,8.15,14.14,26.95,38.13,58.07,6.3,106.61
4395.5,14.21,55.09,14.08,8.55,162.17,264.88,1.43,211.68
305.55,18.14,33.04,51.07,3.92,66.38,143.02,42.4,155.73
162.01,15.57,132.95,22.29,21.53,10.58,24.36,8.67,44.08
643.6,8.63,24.37,10.08,10.39,29.62,73.7,7.43,87.6
815.98,15.91,18.02,6.23,7.12,14.81,27.34,14.53,55.81
782.0,15.08,12.0,193.78,22.91,22.47,47.18,2.02,72.26
308.9,16.24,3.51,81.67,56.42,21.9,53.37,3.38,71.03
21.49,3.13,14.61,23.07,10.12,20.54,34.24,12.57,68.11
101.86,2.47,15.24,35.53,12.31,9.44,20.93,8.68,39.33
3396.18,5.01,26.1,22.4,2.95,29.15,65.73,3.6,86.58
534.11,7.26,4.84,49.82,9.33,18.9,30.04,14.13,64.6
248.69,5.8,15.82,16.72,15.89,1.77,4.18,10.0,7.37
2158.68,1.13,35.74,21.44,11.89,258.0,596.79,12.25,306.01
74.06,41.33,39.47,47.67,7.89,98.37,150.85,10.91,172.59
287.72,5.62,3.13,105.96,29.11,22.73,36.17,3.74,72.81
496.03,8.78,40.71,59.93,13.06,33.74,52.27,6.85,96.45
208.08,25.65,15.7,88.87,272.21,10.26,18.83,1.15,42.75
469.25,0.71,16.69,25.79,15.63,180.5,362.67,4.43,230.03
304.44,4.43,1.89,20.12,0.45,220.81,448.76,5.78,270.38
49.45,5.02,89.44,7.02,3.21,38.73,68.47,13.83,108.12
529.65,5.28,23.97,35.08,23.07,92.16,222.25,12.33,169.32
55.01,6.21,4.34,44.85,5.63,39.46,73.72,3.48,109.95
517.2,31.41,29.23,26.05,6.06,8.7,13.45,3.41,36.25
3169.1,14.49,28.35,17.79,2.75,21.94,39.49,27.3,71.11
264.67,19.26,68.21,89.54,6.88,37.79,76.75,5.51,105.74
69.6,7.75,14.74,54.9,15.37,21.02,40.11,8.28,69.14
333.46,1.82,20.33,94.66,19.36,26.61,47.2,16.2,81.14
115.82,0.92,10.56,15.44,3.58,30.22,49.3,6.82,88.89
984.14,1.6,36.52,18.79,32.02,30.54,70.83,6.35,89.58
323.12,10.59,9.18,86.71,2.92,34.89,87.1,5.39,98.91
5242.98,7.63,8.22,31.88,20.61,11.47,20.98,4.44,47.78
2308.8,5.99,18.77,21.0,18.26,16.17,30.42,8.52,58.73
320.66,5.11,5.9,22.21,3.97,9.17,19.41,1.19,38.19
1180.17,55.24,99.7,32.82,3.44,88.04,195.32,5.15,167.15
223.66,3.24,138.0,73.87,19.27,4.03,7.63,12.68,16.8
424.51,18.69,12.76,29.12,6.22,104.96,252.42,11.29,176.06
234.59,7.4,5.02,62.33,9.69,132.47,272.89,30.3,190.55
1273.7,6.95,28.12,48.13,27.79,24.48,47.74,17.07,76.56
3461.59,23.97,12.4,16.4,21.65,2.45,5.26,11.11,10.22
1336.72,31.9,65.02,16.39,4.06,23.07,56.6,7.6,73.55
1608.25,5.82,9.14,23.1,11.42,31.06,71.26,4.68,90.68
1610.9,16.43,34.62,11.36,3.97,12.05,18.56,12.22,49.9
922.31,10.63,22.51,21.95,34.6,19.78,36.25,10.21,66.49
73.04,7.44,10.21,111.14,77.0,152.96,301.42,5.08,202.47
5174.29,9.06,25.53,32.29,4.42,64.39,116.83,3.1,154.68
6042.76,3.71,48.35,17.94,11.74,13.14,28.9,7.01,52.23
284.06,5.44,21.91,153.33,36.63,6.7,15.59,23.48,27.92
231.35,4.13,22.14,15.73,12.54,23.88,53.28,8.25,75.28
1010.92,18.2,8.39,15.34,23.9,26.75,66.59,7.6,81.44
921.7,6.72,63.07,88.55,12.96,54.39,96.41,11.28,147.46
298.0,2.02,57.09,56.21,3.43,19.39,46.05,11.96,65.64
61.87,3.58,13.32,29.84,14.05,55.23,125.18,9.48,149.57
638.14,0.3,17.74,64.43,47.12,229.33,427.05,7.08,278.91
922.56,4.51,82.62,42.12,17.76,74.85,167.23,4.45,160.2
1198.39,7.67,6.47,12.82,85.49,31.56,50.63,20.18,91.76
681.26,6.45,36.76,4.86,1.45,27.57,63.12,4.82,83.2
268.63,53.53,11.49,21.03,19.2,23.18,47.11,35.6,73.78
1791.85,13.13,118.88,78.88,5.6,107.84,193.28,8.62,177.58
445.31,12.56,21.4,23.51,4.26,17.68,38.12,7.79,61.98
200.86,1.43,70.84,47.85,60.42,34.65,74.2,15.8,98.38
307.67,5.13,9.38,38.38,8.97,34.86,59.58,3.85,98.83
29.4,4.54,5.76,8.54,7.99,20.05,30.68,13.12,67.06
306.94,3.37,15.89,23.92,18.4,8.39,16.23,8.29,34.98
1133.03,3.32,26.12,44.13,0.92,45.74,94.66,11.14,125.73
671.61,1.21,12.05,17.64,61.92,31.16,74.04,3.73,90.89
3948.13,2.06,42.88,24.78,119.74,54.61,132.61,3.7,148.02
271.93,17.71,16.28,45.3,36.53,19.42,39.4,1.18,65.71
837.96,6.41,2.51,35.1,19.97,112.26,253.01,4.68,179.91
1324.92,4.45,34.91,76.52,9.39,13.78,26.72,4.44,53.61
13551.95,7.35,8.31,45.01,3.35,183.47,412.08,3.79,233.0
501.27,23.75,13.99,15.41,51.05,5.77,9.83,6.58,24.03
84.24,7.42,94.93,22.6,36.58,51.15,95.71,7.88,139.32
1439.27,12.68,118.25,33.66,20.91,53.27,113.7,12.18,144.66
6624.9,3.17,11.3,96.61,18.18,14.95,22.69,13.01,56.11
248.68,3.98,35.79,22.67,17.47,50.62,112.51,14.16,138.0
1424.57,10.53,11.56,8.28,6.48,119.05,278.04,14.77,183.48
2548.07,49.04,15.08,47.11,245.04,3.61,6.85,9.73,15.03
1854.92,30.87,10.96,18.09,8.65,54.75,106.65,7.81,148.36
487.04,13.23,3.58,11.84,7.3,2.74,6.43,18.71,11.4
141.5,8.6,22.09,33.62,46.75,12.61,28.69,14.78,51.09
357.12,30.0,26.79,72.12,11.76,168.88,301.98,1.68,218.39
802.64,16.36,10.27,20.92,11.91,18.51,33.76,6.22,63.75
1575.51,0.75,59.61,49.27,66.52,10.24,22.31,1.22,42.66
665.75,2.58,12.99,57.14,27.5,27.17,56.05,1.19,82.34
228.18,10.36,10.62,62.39,29.23,261.89,435.31,4.44,309.13
928.04,1.24,34.0,18.43,2.22,5.3,9.6,6.5,22.1
1465.76,3.01,4.29,13.51,19.7,11.57,27.78,4.83,48.22
712.95,3.67,49.73,15.06,3.64,148.03,323.92,1.25,198.75
115.09,5.72,13.43,62.35,7.06,212.24,527.62,16.04,261.8
307.32,5.54,54.02,56.48,15.04,29.86,67.7,3.64,88.11
1671.93,5.53,72.83,15.4,11.66,9.59,23.42,12.05,39.97
50.68,16.87,38.1,182.38,26.71,269.3,462.18,3.75,315.07
17.47,5.67,8.92,14.0,30.72,163.11,370.51,4.49,212.63
3874.32,5.03,5.75,73.67,33.61,65.3,99.27,11.4,155.16
868.81,1.92,4.79,111.69,2.43,14.7,31.9,5.21,55.57
1002.34,20.58,60.52,36.15,207.51,31.53,62.09,8.76,91.7
80.22,3.78,17.55,17.89,11.83,28.21,52.1,9.75,84.57
1219.62,2.49,11.03,18.21,52.22,46.1,108.91,1.77,126.64
609.64,9.14,17.6,26.85,0.6,141.32,332.7,11.91,195.21
37.47,3.43,59.18,78.63,8.86,79.79,121.47,2.89,162.8
3416.68,4.37,43.76,12.68,2.11,11.28,23.79,2.43,46.98
511.85,9.57,31.14,7.61,4.33,131.17,245.0,3.57,189.87
222.71,5.33,38.01,44.24,12.94,45.29,86.76,16.68,124.6
228.84,74.56,24.05,52.74,8.15,65.83,153.52,1.49,155.44
19.63,6.86,27.17,159.87,58.96,143.53,259.77,14.17,196.38
982.41,13.71,25.05,10.96,101.78,10.9,26.62,10.38,45.4
597.52,1.06,20.08,29.73,3.82,31.95,53.66,7.96,92.6
301.53,3.12,42.66,83.89,6.78,19.46,42.09,9.46,65.8
2745.53,2.49,28.83,36.48,3.53,6.9,15.0,5.53,28.77
50.61,2.85,8.33,28.32,48.77,46.84,82.07,14.62,128.49
164.82,11.2,34.09,62.3,14.74,408.12,600.0,4.82,426.35
112.73,20.81,25.72,20.5,12.66,5.26,12.28,1.46,21.91
265.55,10.43,37.02,65.44,17.72,32.06,72.52,6.84,92.84
446.4,5.89,18.1,12.15,8.39,62.84,114.93,16.47,153.87
768.95,3.93,45.23,9.82,4.36,37.45,76.18,12.09,104.91
239.74,22.5,18.89,26.61,12.95,29.57,46.18,45.35,87.5
108.2,58.63,41.42,4.26,8.84,9.03,15.43,5.74,37.63
5059.44,8.46,12.72,35.44,18.48,41.8,83.0,6.29,115.82
15024.84,18.9,13.64,8.28,1.72,15.54,24.64,5.85,57.38
500.16,10.42,36.67,41.51,15.24,3.71,8.69,3.4,15.44
129.65,15.73,14.41,38.41,5.33,109.35,242.55,4.6,178.37
3689.26,2.31,182.32,31.36,14.61,86.35,211.0,2.61,166.25
46.06,4.54,35.39,46.95,36.09,34.87,76.49,0.75,98.87
244.16,10.97,20.59,38.99,6.25,41.64,101.62,4.14,115.43
142.0,24.84,45.6,26.2,51.22,96.96,199.21,7.56,171.85
70.86,3.26,12.42,143.28,1.51,41.44,87.04,13.88,114.93
265.06,0.97,50.55,45.36,77.68,81.78,202.56,4.16,163.85
110.36,4.49,49.17,61.41,53.85,24.59,52.68,4.2,76.81
411.16,20.29,70.35,78.14,4.2,122.98,188.25,20.71,185.55
420.21,1.52,12.93,56.52,4.25,45.64,101.49,1.95,125.48
158.86,2.28,5.91,172.48,2.03,40.21,96.72,6.28,111.83
231.42,8.64,10.91,37.82,36.81,9.3,21.35,19.25,38.75
285.35,6.58,15.16,32.93,8.19,44.12,91.94,3.64,121.66
1359.36,13.39,106.4,19.69,7.5,14.41,31.29,1.59,54.96
322.9,2.16,180.37,26.98,3.17,17.49,43.56,40.73,61.57
1389.99,5.34,28.35,18.45,107.16,14.65,23.31,16.43,55.48
971.38,24.41,20.28,56.93,3.79,11.4,24.71,16.95,47.51
950.79,2.24,14.16,15.96,12.54,277.21,494.37,6.76,321.41
3234.95,32.36,45.82,35.13,15.79,125.38,268.32,14.02,186.82
75.26,2.54,179.21,51.81,7.55,225.96,476.24,0.61,275.54
198.39,17.28,119.8,37.35,5.92,9.75,16.12,4.77,40.62
5681.37,5.09,62.68,16.17,7.82,35.56,60.69,19.06,100.15
274.25,2.35,61.76,57.93,24.01,9.08,19.27,1.83,37.85
5.91,4.5,46.17,30.93,8.03,16.52,26.89,5.29,59.48
297.54,12.74,19.16,3.33,85.68,13.22,23.34,10.17,52.41
493.94,7.34,9.62,15.08,4.79,114.39,267.12,3.37,181.03
7.96,22.61,19.67,101.59,30.11,22.28,40.71,7.44,71.85
2983.65,31.05,30.64,108.58,1.48,96.39,191.62,10.87,171.54
138.3,2.26,4.69,50.45,4.8,60.59,147.91,9.99,152.68
660.4,2.1,17.24,62.01,4.57,331.5,572.56,4.95,364.93
287.44,2.0,8.79,17.77,3.24,7.54,14.25,3.23,31.43
58.41,3.01,55.36,26.89,17.12,116.66,245.73,10.98,182.22
80.98,22.29,11.59,88.97,10.67,104.21,235.04,10.37,175.67
99.22,12.94,27.89,46.56,0.79,12.51,30.05,9.88,50.88
2055.98,4.28,9.97,34.88,133.57,90.66,218.99,8.29,168.53
323.34,7.31,99.26,28.52,15.05,46.35,105.51,10.38,127.25
184.42,30.09,3.67,84.74,12.2,26.38,45.59,17.76,80.64
99.29,49.8,32.32,81.26,58.68,14.53,22.15,10.07,55.21
2426.55,9.58,5.6,55.69,39.91,16.13,30.39,8.15,58.66
3627.51,0.52,12.07,34.92,8.52,257.19,422.19,4.36,305.36
2385.39,9.95,24.68,24.89,1.17,33.14,73.25,29.54,95.15
844.43,18.82,25.93,57.65,23.98,72.39,156.45,2.4,158.9
623.12,9.25,25.26,13.71,3.84,15.02,23.18,6.03,56.26
65.11,15.28,23.38,16.19,53.9,15.18,35.48,4.44,56.61
279.02,10.56,10.57,10.37,4.8,97.71,170.87,1.19,172.24
144.63,2.15,17.05,88.96,7.08,8.59,16.59,10.53,35.79
26.09,3.05,20.73,18.61,2.43,21.86,47.4,6.03,70.95
1969.56,5.36,24.42,45.75,2.68,34.26,66.11,7.63,97.56
142.06,21.44,18.81,29.95,10.69,37.02,71.86,6.18,103.81
2425.79,3.44,41.66,336.31,9.56,27.69,43.35,15.69,83.45
1514.17,11.66,22.05,47.16,6.88,49.2,93.54,17.84,134.41
929.9,10.01,24.57,7.47,143.11,66.21,149.96,2.46,155.64
1011.64,36.1,13.7,84.8,25.14,69.04,166.74,43.18,157.13
160.3,7.09,7.01,24.3,12.33,12.36,23.64,5.81,50.55
6547.09,1.28,23.43,28.2,0.45,24.92,47.94,13.3,77.52
430.39,14.11,67.18,19.34,32.82,109.37,240.91,8.85,178.38
634.54,62.68,31.31,38.73,442.94,81.02,197.9,8.21,163.44
152.38,15.07,8.87,38.32,9.72,8.39,14.83,12.89,34.96
99.81,3.36,45.36,19.76,4.61,47.06,91.31,27.61,129.05
825.46,2.5,14.37,22.05,14.82,4.58,10.52,16.07,19.08
559.07,2.85,41.04,35.91,2.19,34.71,73.22,5.79,98.51
123.47,54.78,13.89,5.08,21.21,220.91,355.8,6.79,270.48
46.64,5.33,28.6,10.45,73.72,12.83,27.31,4.21,51.58
60.05,3.81,11.96,125.96,5.45,14.38,24.25,15.11,54.89
2426.49,6.31,12.27,43.05,5.66,71.1,142.92,13.33,158.22
160.79,5.38,4.19,21.76,11.07,7.08,14.36,5.25,29.5
242.65,35.43,33.52,8.53,6.68,17.59,41.79,27.84,61.78
3552.87,2.68,29.08,31.66,1.98,60.13,118.0,21.62,152.44
74.95,24.06,30.77,72.83,7.67,17.56,31.25,45.76,61.72
135.57,8.35,26.45,273.52,6.02,26.15,45.27,3.35,80.16
127.34,24.71,9.37,150.45,62.79,69.7,165.48,6.68,157.48
4569.24,35.97,52.77,16.29,48.74,50.48,84.35,6.07,137.63
8023.06,8.04,54.21,22.27,65.16,43.24,83.28,99.85,119.45
1245.57,5.39,9.13,10.2,31.88,23.59,39.8,7.46,74.66
1306.46,7.89,34.2,16.89,15.59,47.95,108.99,26.18,131.27
168.93,6.72,48.18,27.93,4.27,29.26,57.77,20.8,86.83
7487.52,1.41,12.55,24.69,59.82,52.34,96.89,6.79,142.32
602.78,34.9,14.94,171.34,18.49,20.15,37.5,7.81,67.27
1450.5,9.45,34.26,11.56,2.72,27.59,64.9,12.46,83.24
344.37,2.31,4.44,31.94,4.07,12.31,25.27,25.99,50.44
269.87,0.93,6.76,6.35,2.67,31.98,70.92,6.22,92.65
4888.12,0.72,7.46,43.15,1.04,14.72,35.28,4.44,55.62
906.5,15.97,3.33,11.32,19.42,10.87,26.11,18.77,45.29
3558.39,3.98,59.44,80.01,2.76,42.89,78.43,2.35,118.57
591.7,4.69,2.75,26.24,4.92,40.97,100.47,9.51,113.73
113.01,12.04,28.31,10.79,12.76,72.45,110.47,21.33,158.93
168.17,4.41,45.23,6.16,9.72,21.52,40.39,11.36,70.21
470.81,12.76,14.98,15.14,5.18,49.8,119.32,4.19,135.93
157.63,8.13,10.29,40.11,75.39,57.44,101.94,2.71,151.02
76.62,6.79,25.35,46.4,1.95,51.66,91.61,24.22,140.61
2445.8,1.53,20.12,22.23,2.05,14.5,26.14,6.2,55.16
178.16,3.26,54.79,69.45,21.1,38.45,81.22,3.0,107.41
496.35,13.5,1.45,13.35,5.75,47.66,92.39,23.08,130.56
629.04,3.74,8.01,3.18,5.48,33.35,74.27,16.46,95.61
166.96,24.66,35.22,41.51,3.34,4.11,9.84,2.58,17.13
3555.32,77.2,21.12,92.95,18.28,38.88,84.53,91.31,108.49
75.51,14.24,42.61,93.64,15.97,302.64,515.83,4.3,341.79
597.31,32.88,26.1,11.71,14.05,23.1,56.2,16.18,73.61
583.58,15.19,17.55,21.42,6.05,15.99,28.21,53.87,58.35
371.9,4.33,14.85,59.09,4.95,48.1,79.37,17.96,131.67
57.66,9.03,205.42,20.05,10.02,45.26,71.96,9.58,124.52
1489.55,55.33,93.22,36.03,38.86,109.15,225.22,1.76,178.27
1230.61,4.38,32.97,18.67,79.98,9.41,15.19,56.88,39.22
146.44,2.61,21.73,13.85,46.23,68.81,112.77,17.55,157.01
1165.88,2.38,34.4,16.17,22.35,59.77,107.58,1.8,152.25
707.94,5.94,45.92,71.14,39.59,28.73,51.18,34.63,85.68
59.09,2.71,30.53,33.48,2.95,46.46,97.77,7.86,127.55
112.07,39.41,9.47,91.61,5.17,92.71,214.78,5.6,169.6
2224.8,9.17,119.64,50.22,22.86,79.23,179.16,4.17,162.5
641.7,19.53,25.69,119.72,10.57,10.56,18.61,8.77,44.0
173.04,5.48,150.5,63.72,18.27,75.2,131.25,16.58,160.38
111.31,2.36,24.22,60.79,39.46,31.04,76.54,4.51,90.65
186.22,1.99,15.71,30.07,32.75,35.62,53.72,8.39,100.3
207.12,2.98,80.17,367.74,3.29,35.63,84.79,217.16,100.33
113.42,10.46,27.14,36.24,12.36,28.5,48.44,11.89,85.18
29.59,12.43,22.95,6.83,4.04,109.04,266.85,19.41,178.21
2230.59,13.51,6.05,41.04,4.79,30.46,56.11,2.83,89.39
1730.13,1.67,38.87,15.09,1.56,10.81,20.97,1.9,45.04
59.75,7.39,12.26,74.71,14.3,22.34,49.31,31.96,71.98
494.96,2.65,12.84,59.18,1.43,39.59,82.66,24.02,110.29
104.23,11.04,12.3,28.41,19.55,113.21,205.8,41.01,180.4
272.5,11.93,31.16,16.28,62.19,60.53,124.31,6.82,152.65
240.53,2.29,4.33,37.23,23.02,14.15,31.56,25.9,54.39
212.35,19.45,16.27,19.83,12.97,397.5,600.0,0.57,417.83
8138.98,76.62,53.53,62.19,76.81,43.15,65.21,12.7,119.23
208.41,17.03,5.78,51.67,18.05,118.56,232.14,20.76,183.22
120.01,6.28,23.88,346.81,4.33,28.45,46.43,3.71,85.09
128.53,5.38,10.68,23.19,14.16,56.45,122.18,21.24,150.5
1930.75,6.0,13.41,25.98,127.95,76.67,131.41,6.17,161.15
33.85,3.45,105.13,29.26,3.28,111.97,216.41,6.82,179.75
128.52,9.51,3.86,30.3,2.33,95.33,161.84,5.71,170.99
3534.17,2.37,43.19,75.31,25.48,79.22,162.28,35.92,162.5
581.71,1.12,12.45,26.55,9.31,24.17,39.05,4.69,75.89
538.01,9.2,11.85,160.44,6.43,18.69,28.47,4.15,64.15
9879.52,7.55,6.61,52.76,2.69,46.18,71.64,3.14,126.84
583.78,4.17,42.69,22.45,1.17,84.19,206.63,5.11,165.12
139.45,2.05,16.59,18.3,2.12,26.5,43.53,8.98,80.91
264.25,9.87,14.62,76.15,84.6,96.08,212.19,13.99,171.38
73.47,2.75,22.42,33.88,12.05,141.54,221.93,3.48,195.33
2654.22,6.43,16.94,33.36,1.16,13.25,21.3,10.73,52.46
955.13,43.16,2.72,20.52,50.45,14.34,28.81,13.63,54.81
2179.0,14.17,12.29,31.53,53.61,28.78,56.55,2.91,85.79
2488.6,1.88,49.18,19.86,53.25,45.04,110.43,7.87,123.98
216.74,2.07,4.45,98.43,7.34,19.6,47.91,6.79,66.09
97.79,8.6,6.75,58.77,8.82,128.02,291.84,7.96,188.21
